"Label"	"Spp"	"Chr"	"Start"	"End"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr4"	"159970000"	"160155000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr4"	"166710000"	"166835000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr4"	"173865000"	"173890000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr4"	"198765000"	"198765000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr4"	"199550000"	"199550000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr4"	"199565000"	"199570000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr4"	"199585000"	"199595000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr4"	"199605000"	"199605000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr4"	"201255000"	"201280000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr4"	"201300000"	"201305000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr4"	"234425000"	"234430000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr4"	"234445000"	"234470000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"  5225000"	"  5225000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"  5235000"	"  5235000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"  5255000"	"  5265000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	" 36215000"	" 36235000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	" 36245000"	" 36265000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	" 36275000"	" 36280000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	" 36310000"	" 36325000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	" 47555000"	" 47570000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	" 59410000"	" 59410000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	" 80175000"	" 80210000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	" 80250000"	" 80280000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	" 84255000"	" 84265000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	" 84610000"	" 84955000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"118140000"	"118155000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"118175000"	"118175000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"118185000"	"118195000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"118235000"	"118235000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"118415000"	"118440000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"122135000"	"122830000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"122840000"	"122845000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"122980000"	"123015000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"123750000"	"123765000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"123775000"	"124170000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"202525000"	"202670000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"202780000"	"202780000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr6"	" 39720000"	" 39730000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr6"	" 39740000"	" 39770000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr6"	" 51815000"	" 51820000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr6"	" 83250000"	" 83260000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr6"	" 83270000"	" 83270000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr6"	" 94440000"	" 95220000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr6"	" 95565000"	" 95570000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr6"	" 95820000"	" 95830000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr6"	" 95840000"	" 95850000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr6"	" 95865000"	" 97205000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr6"	" 97215000"	" 97215000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr6"	"105505000"	"105675000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 14435000"	" 14570000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 40900000"	" 41045000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 41055000"	" 41070000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 41100000"	" 41100000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"105665000"	"105665000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"105675000"	"105675000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"106805000"	"106860000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"106890000"	"107420000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"107435000"	"107435000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"107480000"	"107480000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"109775000"	"109810000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"112375000"	"112375000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"112400000"	"112415000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"112435000"	"112450000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"112695000"	"112715000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"115730000"	"115730000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"116025000"	"116025000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"116045000"	"116100000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"116265000"	"116280000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"116920000"	"117290000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"117300000"	"117300000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"117995000"	"118000000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"118020000"	"118040000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"119695000"	"119705000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"119750000"	"119750000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"124455000"	"124470000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"124650000"	"124650000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"124660000"	"124690000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"130220000"	"130225000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"130240000"	"130240000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"132590000"	"132600000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"132620000"	"132625000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"132650000"	"132710000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"132755000"	"132755000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"132775000"	"132775000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"132795000"	"132815000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"142490000"	"142500000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"144915000"	"145040000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"154335000"	"154335000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"154360000"	"154555000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"154565000"	"154570000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"187515000"	"187525000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"189860000"	"189880000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	" 51355000"	" 51410000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	" 69870000"	" 69880000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	" 69890000"	" 69970000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	" 73325000"	" 73335000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	" 73370000"	" 73450000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	" 73475000"	" 73475000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	" 73485000"	" 73485000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"104075000"	"104140000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"133735000"	"134675000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"134685000"	"134705000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"134720000"	"134730000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"134775000"	"134820000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"134885000"	"134910000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"134935000"	"135810000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"157825000"	"157825000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"176160000"	"176175000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"176200000"	"176215000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"191100000"	"191125000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"192205000"	"192400000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"192445000"	"192480000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"208165000"	"208170000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"208180000"	"208180000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"227185000"	"227185000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	" 68725000"	" 68730000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	" 68740000"	" 69110000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	" 88270000"	" 88280000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	" 95170000"	" 95220000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"114955000"	"114995000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"115025000"	"115025000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"115050000"	"115065000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"115135000"	"115135000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"115145000"	"115160000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"115200000"	"115200000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"131170000"	"131170000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"131180000"	"131915000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"132115000"	"132130000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"132145000"	"133045000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"133090000"	"133090000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"133110000"	"133110000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"133130000"	"133160000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"133170000"	"133245000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"187095000"	"187345000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"197650000"	"197655000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"197670000"	"197790000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"202000000"	"202370000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"202380000"	"202380000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"205050000"	"205055000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"205065000"	"205070000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"205125000"	"205145000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"216900000"	"216905000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"227870000"	"227870000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"227880000"	"228010000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"228060000"	"228085000"
"Shannon"	"Rhutan_H0-AT"	"Chr1"	"  2620000"	"  5685000"
"Shannon"	"Rhutan_H0-AT"	"Chr1"	" 57955000"	" 59385000"
"Shannon"	"Rhutan_H0-AT"	"Chr1"	"153975000"	"156380000"
"Shannon"	"Rhutan_H0-AT"	"Chr1"	"300660000"	"301930000"
"Shannon"	"Rhutan_H0-AT"	"Chr10"	"  1250000"	"  3085000"
"Shannon"	"Rhutan_H0-AT"	"Chr10"	"235000000"	"237940000"
"Shannon"	"Rhutan_H0-AT"	"Chr10"	"237950000"	"237950000"
"Shannon"	"Rhutan_H0-AT"	"Chr11"	"  1250000"	"  5305000"
"Shannon"	"Rhutan_H0-AT"	"Chr11"	"133900000"	"133950000"
"Shannon"	"Rhutan_H0-AT"	"Chr11"	"133960000"	"137125000"
"Shannon"	"Rhutan_H0-AT"	"Chr11"	"149440000"	"149745000"
"Shannon"	"Rhutan_H0-AT"	"Chr11"	"149905000"	"150465000"
"Shannon"	"Rhutan_H0-AT"	"Chr11"	"151385000"	"151410000"
"Shannon"	"Rhutan_H0-AT"	"Chr11"	"151420000"	"151455000"
"Shannon"	"Rhutan_H0-AT"	"Chr11"	"151570000"	"151715000"
"Shannon"	"Rhutan_H0-AT"	"Chr2"	"  1250000"	"  3020000"
"Shannon"	"Rhutan_H0-AT"	"Chr2"	"132145000"	"133875000"
"Shannon"	"Rhutan_H0-AT"	"Chr2"	"134165000"	"134165000"
"Shannon"	"Rhutan_H0-AT"	"Chr2"	"134180000"	"134190000"
"Shannon"	"Rhutan_H0-AT"	"Chr2"	"134200000"	"134255000"
"Shannon"	"Rhutan_H0-AT"	"Chr2"	"134265000"	"134265000"
"Shannon"	"Rhutan_H0-AT"	"Chr2"	"134295000"	"134300000"
"Shannon"	"Rhutan_H0-AT"	"Chr2"	"146465000"	"148710000"
"Shannon"	"Rhutan_H0-AT"	"Chr2"	"153875000"	"156170000"
"Shannon"	"Rhutan_H0-AT"	"Chr2"	"203245000"	"203525000"
"Shannon"	"Rhutan_H0-AT"	"Chr2"	"203535000"	"204250000"
"Shannon"	"Rhutan_H0-AT"	"Chr2"	"204710000"	"204720000"
"Shannon"	"Rhutan_H0-AT"	"Chr2"	"204995000"	"205005000"
"Shannon"	"Rhutan_H0-AT"	"Chr2"	"205020000"	"205245000"
"Shannon"	"Rhutan_H0-AT"	"Chr2"	"205255000"	"205275000"
"Shannon"	"Rhutan_H0-AT"	"Chr2"	"219900000"	"222370000"
"Shannon"	"Rhutan_H0-AT"	"Chr2"	"257105000"	"258115000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"  1250000"	"  2265000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"118090000"	"120585000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"126055000"	"126120000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"126255000"	"126260000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"126405000"	"126440000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"126450000"	"126460000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"126470000"	"126645000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"126700000"	"126710000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"126725000"	"126800000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"126820000"	"126860000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"127110000"	"127110000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"127150000"	"128485000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"128505000"	"128505000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"128870000"	"128905000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"128930000"	"129135000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"129145000"	"129150000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"129160000"	"129160000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"129175000"	"129175000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"129195000"	"129230000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"131845000"	"133900000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"136780000"	"139280000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"250050000"	"250060000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"250080000"	"250095000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"250105000"	"250105000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"250115000"	"250115000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"250125000"	"250135000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"250145000"	"250170000"
"Shannon"	"Rhutan_H0-AT"	"Chr3"	"250180000"	"251245000"
"Shannon"	"Rhutan_H0-AT"	"Chr4"	"  1250000"	"  1505000"
"Shannon"	"Rhutan_H0-AT"	"Chr4"	" 63850000"	" 63855000"
"Shannon"	"Rhutan_H0-AT"	"Chr4"	" 63870000"	" 63885000"
"Shannon"	"Rhutan_H0-AT"	"Chr4"	"142630000"	"145160000"
"Shannon"	"Rhutan_H0-AT"	"Chr4"	"145625000"	"145625000"
"Shannon"	"Rhutan_H0-AT"	"Chr4"	"145660000"	"145660000"
"Shannon"	"Rhutan_H0-AT"	"Chr4"	"145675000"	"146245000"
"Shannon"	"Rhutan_H0-AT"	"Chr4"	"147005000"	"147065000"
"Shannon"	"Rhutan_H0-AT"	"Chr4"	"147080000"	"147090000"
"Shannon"	"Rhutan_H0-AT"	"Chr4"	"147105000"	"147115000"
"Shannon"	"Rhutan_H0-AT"	"Chr4"	"147695000"	"148510000"
"Shannon"	"Rhutan_H0-AT"	"Chr4"	"165370000"	"165470000"
"Shannon"	"Rhutan_H0-AT"	"Chr4"	"165485000"	"165490000"
"Shannon"	"Rhutan_H0-AT"	"Chr4"	"165920000"	"165920000"
"Shannon"	"Rhutan_H0-AT"	"Chr4"	"165990000"	"165990000"
"Shannon"	"Rhutan_H0-AT"	"Chr4"	"166015000"	"166030000"
"Shannon"	"Rhutan_H0-AT"	"Chr4"	"166055000"	"166055000"
"Shannon"	"Rhutan_H0-AT"	"Chr4"	"213660000"	"216200000"
"Shannon"	"Rhutan_H0-AT"	"Chr5"	"  1250000"	"  3420000"
"Shannon"	"Rhutan_H0-AT"	"Chr5"	"116060000"	"118550000"
"Shannon"	"Rhutan_H0-AT"	"Chr5"	"119960000"	"120075000"
"Shannon"	"Rhutan_H0-AT"	"Chr5"	"122010000"	"122010000"
"Shannon"	"Rhutan_H0-AT"	"Chr5"	"126160000"	"129670000"
"Shannon"	"Rhutan_H0-AT"	"Chr5"	"242260000"	"244100000"
"Shannon"	"Rhutan_H0-AT"	"Chr6"	" 86480000"	" 86840000"
"Shannon"	"Rhutan_H0-AT"	"Chr6"	" 86850000"	" 86850000"
"Shannon"	"Rhutan_H0-AT"	"Chr6"	" 86860000"	" 86870000"
"Shannon"	"Rhutan_H0-AT"	"Chr6"	" 86880000"	" 88295000"
"Shannon"	"Rhutan_H0-AT"	"Chr6"	" 88310000"	" 88310000"
"Shannon"	"Rhutan_H0-AT"	"Chr6"	" 93470000"	" 94780000"
"Shannon"	"Rhutan_H0-AT"	"Chr6"	" 94915000"	" 94915000"
"Shannon"	"Rhutan_H0-AT"	"Chr6"	" 94955000"	" 95070000"
"Shannon"	"Rhutan_H0-AT"	"Chr6"	" 95085000"	" 95120000"
"Shannon"	"Rhutan_H0-AT"	"Chr6"	" 95130000"	" 95140000"
"Shannon"	"Rhutan_H0-AT"	"Chr6"	" 95155000"	" 95165000"
"Shannon"	"Rhutan_H0-AT"	"Chr6"	" 95210000"	" 95215000"
"Shannon"	"Rhutan_H0-AT"	"Chr6"	" 95235000"	" 97520000"
"Shannon"	"Rhutan_H0-AT"	"Chr6"	" 97540000"	" 97550000"
"Shannon"	"Rhutan_H0-AT"	"Chr6"	" 97785000"	" 97805000"
"Shannon"	"Rhutan_H0-AT"	"Chr6"	" 97820000"	" 98355000"
"Shannon"	"Rhutan_H0-AT"	"Chr6"	" 98565000"	" 98610000"
"Shannon"	"Rhutan_H0-AT"	"Chr6"	"118445000"	"120215000"
"Shannon"	"Rhutan_H0-AT"	"Chr6"	"120440000"	"120500000"
"Shannon"	"Rhutan_H0-AT"	"Chr6"	"120520000"	"120560000"
"Shannon"	"Rhutan_H0-AT"	"Chr6"	"120575000"	"120610000"
"Shannon"	"Rhutan_H0-AT"	"Chr6"	"242765000"	"244095000"
"Shannon"	"Rhutan_H0-AT"	"Chr7"	"  1250000"	"  1850000"
"Shannon"	"Rhutan_H0-AT"	"Chr7"	"179345000"	"179395000"
"Shannon"	"Rhutan_H0-AT"	"Chr7"	"179405000"	"179435000"
"Shannon"	"Rhutan_H0-AT"	"Chr7"	"240495000"	"241615000"
"Shannon"	"Rhutan_H0-AT"	"Chr8"	"  1665000"	"  5470000"
"Shannon"	"Rhutan_H0-AT"	"Chr8"	"142120000"	"142180000"
"Shannon"	"Rhutan_H0-AT"	"Chr8"	"142275000"	"142315000"
"Shannon"	"Rhutan_H0-AT"	"Chr8"	"142325000"	"142340000"
"Shannon"	"Rhutan_H0-AT"	"Chr8"	"142370000"	"142380000"
"Shannon"	"Rhutan_H0-AT"	"Chr8"	"142420000"	"143305000"
"Shannon"	"Rhutan_H0-AT"	"Chr8"	"143395000"	"143395000"
"Shannon"	"Rhutan_H0-AT"	"Chr8"	"143430000"	"143430000"
"Shannon"	"Rhutan_H0-AT"	"Chr8"	"182990000"	"185380000"
"Shannon"	"Rhutan_H0-AT"	"Chr8"	"192920000"	"195375000"
"Shannon"	"Rhutan_H0-AT"	"Chr8"	"204655000"	"207070000"
"Shannon"	"Rhutan_H0-AT"	"Chr9"	"  1250000"	"  1845000"
"Shannon"	"Rhutan_H0-AT"	"Chr9"	"126895000"	"132295000"
"Shannon"	"Rhutan_H0-AT"	"Chr9"	"139265000"	"140340000"
"Shannon"	"Rhutan_H0-AT"	"Chr9"	"140565000"	"140640000"
"Shannon"	"Rhutan_H0-AT"	"Chr9"	"140765000"	"140770000"
"Shannon"	"Rhutan_H0-AT"	"Chr9"	"140850000"	"140855000"
"Shannon"	"Rhutan_H0-AT"	"Chr9"	"140870000"	"140900000"
"Shannon"	"Rhutan_H0-AT"	"Chr9"	"140980000"	"140985000"
"Shannon"	"Rhutan_H0-AT"	"Chr9"	"144705000"	"147260000"
"Label"	"Spp"	"Chr"	"Start"	"End"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr2"	"12975000"	"12975000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr2"	"13130000"	"13130000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr2"	"13450000"	"13905000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr2"	"13965000"	"13970000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr2"	"13990000"	"14005000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr2"	"14015000"	"14100000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr2"	"14230000"	"14270000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr2"	"14310000"	"14385000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr2"	"14500000"	"14615000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr2"	"15280000"	"15280000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr2"	"16065000"	"16235000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr2"	"16260000"	"16260000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr2"	"16335000"	"16335000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr3"	"25205000"	"25235000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr3"	"25245000"	"25405000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr3"	"25420000"	"25420000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr3"	"26400000"	"26410000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr3"	"26420000"	"26590000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr3"	"26610000"	"26610000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr3"	"27030000"	"27045000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr3"	"27055000"	"27055000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr3"	"27065000"	"27230000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr3"	"27260000"	"27265000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr3"	"27275000"	"27355000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr3"	"27380000"	"27390000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr3"	"27985000"	"27985000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr4"	"12660000"	"12705000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr4"	"12715000"	"12715000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr4"	"12725000"	"12730000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr4"	"12740000"	"12745000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr4"	"12755000"	"12755000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr4"	"14295000"	"14325000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr4"	"14510000"	"14510000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr4"	"14555000"	"14600000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr4"	"14775000"	"14775000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr4"	"14795000"	"14800000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr4"	"15160000"	"15160000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr4"	"15250000"	"15255000"
"MaxRepeatAbund"	"Rubusidaeus_H0-AT"	"Chr6"	"19315000"	"22135000"
